opportunity_id,primary_savings_model_id,secondary_savings_model_ids,value_roles,business_relevance,affected_bill_types,required_bill_fields,optional_bill_fields,required_non_bill_inputs,incentive_value_method,project_cost_estimation_method,calculation_readiness,confidence,manual_review_required
"SOURCE_DSIRE:dsire_program_id:4577","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:22193","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_SDGE_BUSINESS:program_url:sdge_com_node_21406","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","high","false"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-24-310","grant_funding","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22066","program_rule_value_only","","policy_or_permitting","business_relevant","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:1274","program_rule_value_only","","policy_or_permitting","residential_only","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:2029","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:5362","grant_funding","solar_electric_offset|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:5834","financing_cash_flow","","financing","business_relevant","none","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_SCE_BUSINESS:sce_source_section:11acbe9699c17ca1:capacity-bidding-program-elect-cbp-e","electric_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|rate_schedule|delivery_charges|generation_charges|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","high","false"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:2412a914048ed625","grant_funding","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_SDGE_BUSINESS:program_url:sdenergyedge_com","hvac_electric_efficiency","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|contractor_quote_amount|quote_date","equipment_category|square_footage","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:22648","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","unknown","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22811","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:1630","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:5811","program_rule_value_only","","policy_or_permitting","residential_only","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:2181","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:1392","tax_benefit_project_cost_reduction","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|water_sewer_reduction","bill_savings|tax_benefit","residential_only","none|electric|gas|water_sewer","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","tax_credit","benchmark_range","needs_tax_review","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-23-317","grant_funding","battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:22238","grant_funding","","upfront_cost_reduction","unknown","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:1492","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22111","net_metering_or_export_value","solar_electric_offset","bill_savings|policy_or_permitting","agriculture_only","electric","annual_kwh|monthly_kwh|rate_schedule","time_of_use_periods|generation_charges|delivery_charges|demand_charges","equipment_category|roof_area","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4261","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-22-301","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:2844","sales_or_property_tax_exemption","solar_electric_offset","bill_savings|tax_benefit","business_relevant","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","false"
"SOURCE_DSIRE:dsire_program_id:4774","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_kwh|monthly_peak_kw","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:4125","gas_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","gas|none","annual_therms|annual_gas_cost|average_cost_per_therm","monthly_therms|gas_rate_schedule|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:3246","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:22541","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:3262","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_SCE_BUSINESS:sce_source_section:bcdeae04c5863d3b:retrocommissioning-program","program_rule_value_only","","policy_or_permitting","business_relevant","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:2140","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:1134","financing_cash_flow","electric_usage_reduction","bill_savings|financing","public_nonprofit_only","none|electric","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges","equipment_category","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3112","refrigeration_electric_efficiency","electric_usage_reduction","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|delivery_charges|generation_charges","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:4563","financing_cash_flow","solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges|monthly_kwh|peak_kw|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22596","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
